# Twilight Imperium Faction Board Abilities and Timing Map

## Executive Summary

This report catalogs the **faction-ability text printed on faction sheets/player boards** for the full currently known Twilight Imperium Fourth Edition lineup in scope here: the **17 base-game factions**, the **7 Prophecy of Kings factions**, **The Council Keleres** from **Codex III**, and the **5 Thunder’s Edge factions**. That yields **30 playable factions**, but the table contains **31 board states** because **The Firmament** and **The Obsidian** are distinct face states of the same Thunder’s Edge faction concept, and it contains **75 rows** because each separate printed board ability is mapped individually. Fantasy Flight’s product page still describes the base game as having seventeen factions; Prophecy of Kings adds seven faction sheets; Council Keleres was introduced as the 25th faction in Codex III; and Thunder’s Edge adds five more, bringing the total roster to 30. citeturn1search5turn0search1turn22search9turn5view0

The key versioning result is narrow but important: in the sources I could verify, the **only confirmed faction-sheet ability replacements** were for **Council Keleres** in **Thunder’s Edge**, which revised **The Tribunii** and **Law’s Order**. I did **not** locate any other confirmed Codex/Ω replacement of a faction-sheet ability panel for the base-game or PoK factions in the accessible sources; for those rows I therefore treat the board abilities as unchanged. That conclusion is strongest as a **secondary-source result** because it depends on the TI Wiki’s Omega/version-tracking index rather than a fully accessible official errata PDF enumerating faction-sheet-only replacements. citeturn19view0turn17view0turn22search8

For timing, I mapped every ability to the official phase/step structure in the **Living Rules Reference**: **Action Phase**, **Tactical Action** steps (**Activation**, **Movement**, **Space Combat**, **Invasion**, **Production**), **Status Phase** steps, **Strategy Phase**, and **Agenda Phase**. I also applied the rules-reference timing hierarchy for **“when,” “after,” “at the start,”** and persistent/perpetual faction-sheet effects. citeturn14view1turn14view2turn14view3turn14view4turn14view5turn14view6turn23view3turn23view4turn15view0turn22search7

The limitations are mostly source-access limitations, not rules gaps. For the **Thunder’s Edge factions**, exact current board text was recoverable directly from official Fantasy Flight faction-sheet images. For most **base-game**, **PoK**, and **Codex III Keleres** sheets, I did **not** find an equally complete official web image set with machine-readable text, so those rows rely on **secondary transcriptions** from the Twilight Imperium Wiki, flagged as such in the tables. No faction was wholly missing, so nothing is marked “unspecified” at faction level, but some **official-image availability** is unspecified for older sheets. citeturn7view0turn7view2turn7view3turn8view0turn8view1turn7view4turn4view0turn3view0

## Methodology

I prioritized sources in this order: **official Fantasy Flight rulebooks and rules references**, official **Fantasy Flight news/preview pages** that contained faction-sheet images or explicit component/version statements, then **secondary** community sources only where official text was not practically accessible. The official rules sources used for timing were the **PoK Living Rules Reference** and the official product/rule pages for **Twilight Imperium**, **Prophecy of Kings**, **Codex III**, and **Thunder’s Edge**. For timing interpretation, I relied especially on the rules-reference treatment of faction-sheet abilities, component actions, persistent effects, and “when/after/start” timing windows. citeturn22search7turn14view7turn15view0turn1search5turn12search0turn1search2

I treated **the most recent official print** as primary where variant text existed. In practice, that mattered for **Council Keleres**, where the accessible Omega index records Thunder’s Edge revisions to **The Tribunii** and **Law’s Order**; both the older and current texts are listed below. For the rest of the roster, I did not locate a confirmed faction-sheet text replacement in the accessible sources, so I marked them unchanged. citeturn19view0turn17view0

I also applied one necessary scope assumption: I **excluded faction-specific unit abilities printed elsewhere on the faction sheet**—for example flagship, mech, war sun, or space dock text—because the request asked for **faction-specific abilities that appear on faction player boards**, and the stronger, cleaner interpretation in TI4 rules language is the **faction ability panel**, not every non-card text box printed on the sheet. Where a single faction-sheet ability contains multiple timing clauses, I kept it as **one row** and listed **multiple phases/steps** in the same row.

If this had been done fully live from scratch, including source collection, image annotation, timing reconciliation, and CSV generation, the estimated completion time would have been **about 90–120 minutes**.

```mermaid
timeline
    title Research workflow
    Official rules baseline : Gather base Rules Reference and PoK Living Rules Reference
    Faction text collection : Collect faction-sheet texts from official FFG images where available
    Secondary recovery : Use TI Wiki transcriptions for older sheets and Codex III sheet text
    Version audit : Check Omega/version-tracking sources for sheet-text replacements
    Timing mapping : Map each trigger to official phase and step names
    Deliverables : Build markdown tables, annotated images, and CSV
```

## Decision Framework

The rules reference says faction-sheet abilities are abilities on a faction sheet, and some of them are perpetual effects. I used that, plus the trigger words on the printed ability text, to decide whether a line belonged in this report and where it sits in the turn structure. citeturn22search7turn15view2

```mermaid
flowchart TD
    A[Text appears on a faction sheet] --> B{Is it in the faction-ability panel?}
    B -->|Yes| C[Include in this report]
    B -->|No| D{Is it unit, tech, promissory, leader, or other component text?}
    D -->|Yes| E[Exclude as not a faction-sheet ability]
    D -->|No| F[Review case-by-case]
    A -->|No| G[Exclude as card-based or external text]
```

A timing note that applies across the whole dataset: if the ability text says **“Action”**, it is a **component action** in the **Action Phase**; if it says **“when”**, it resolves at the event itself; if it says **“after”**, it resolves immediately after the event; if it has no trigger and instead changes a rule continuously, I treated it as a **persistent/perpetual effect**. citeturn14view7turn15view0turn22search7

## Annotated Player Boards

Official web-accessible faction-sheet images were readily available for the **Thunder’s Edge** factions, so those are the only boards I could annotate directly from primary sources in a consistent way. I did **not** locate a similarly complete official web image set for the base-game factions, the PoK factions, or Council Keleres, so those older sheets are represented in the tables through secondary transcriptions instead. The image below marks the **faction-ability panel** on each official Thunder’s Edge sheet image. citeturn7view0turn7view2turn7view3turn8view0turn8view1turn7view4

![Annotated Thunder's Edge faction-sheet ability panels](sandbox:/mnt/data/te_faction_sheets_annotated_grid.png)

Annotated image download: [PNG](sandbox:/mnt/data/te_faction_sheets_annotated_grid.png)

## Comprehensive Tables

The tables below use the official phase vocabulary from the Living Rules Reference. Tactical-action substeps are those named in the quick reference and the glossary: **Activation**, **Movement**, **Space Combat**, **Invasion**, and **Production**; status-phase step names follow the reference’s status-phase sequence. citeturn14view1turn14view2turn14view3turn14view4turn14view5turn14view6turn23view3turn23view4

### Base Game

| Faction                     | Ability text (quoted)                                                                                                                                                                                                                                            | Source label                                                            | Changed by                                                                                                            | Phase/Step                                                                    | Timing note                                                            |
| The L1Z1X Mindnet           | At the end of each round of ground combat, your ships in the active system may use their Bombardment abilities against your opponent's ground forces on the planet.                                                                                             | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Invasion > Ground Combat > end of each round | Special bombardment window after each ground-combat round.             |
| The Mentak Coalition        | At the start of a space combat, you may roll 1 die for each of up to 2 of your cruisers or destroyers in the system. For each result equal to or greater than that ship's combat value, produce 1 hit; your opponent must assign it to 1 of their ships.    | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Space Combat > start of combat               | Start-of-combat hit generation before normal combat rolls.             |
| The Mentak Coalition        | After 1 of your neighbors gains trade goods or resolves a transaction, if that player has 3 or more trade goods, you may take 1 of their trade goods or commodities.                                                                                           | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any phase > immediately after gains/transaction                               | Immediate after-trigger if condition is met.                           |
| The Naalu Collective        | At the end of the strategy phase, place the Naalu 0 token on your strategy card; you are first in initiative order.                                                                                                                                           | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Strategy Phase > end of phase                                                 | Determines initiative for following phases.                            |
| The Naalu Collective        | After another player moves ships into a system that contains 1 or more of your ships, you may place 1 token from your strategy pool in an adjacent system that does not contain another player's ships; move your ships from the active system into that system. | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Movement > after another player moves in     | Reactive movement during another player's tactical action.             |
| The Nekro Virus             | You cannot vote on agendas. Once per agenda phase, after an agenda is revealed, you may predict aloud the outcome of that agenda. If your prediction is correct, gain 1 technology that is owned by a player who voted how you predicted.                       | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Agenda Phase > after an agenda is revealed; persistent cannot-vote rule       | Prediction trigger plus static voting prohibition.                     |
| The Nekro Virus             | Once per combat, after 1 of your opponent's units is destroyed, you may gain 1 technology that is owned by that player.                                                                                                                                        | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any combat > immediately after an opponent unit is destroyed                  | Works in either space or ground combat; once per combat.               |
| The Nekro Virus             | You cannot research technology. When you would research a technology, gain 3 command tokens instead.                                                                                                                                                           | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any research window                                                            | Replacement-style effect for research.                                |
| Sardakk N'orr               | Apply +1 to the result of each of your unit's combat rolls.                                                                                                                                                                                                    | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Persistent > Space Combat and Ground Combat make-combat-rolls steps           | Continuous combat-roll modifier.                                       |
| The Universities of Jol-Nar | Apply -1 to the result of each of your unit's combat rolls.                                                                                                                                                                                                    | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Persistent > Space Combat and Ground Combat make-combat-rolls steps           | Continuous combat-roll modifier.                                       |
| The Universities of Jol-Nar | When you spend a command token to resolve the secondary ability of the Technology strategy card, you may resolve the primary ability instead.                                                                                                                    | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Strategic Action > Technology secondary                        | Modifies Technology secondary resolution.                              |
| The Universities of Jol-Nar | When you research a technology that is not a unit upgrade technology, you may ignore 1 prerequisite.                                                                                                                                                           | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any research window                                                            | Prerequisite modifier during research.                                 |
| The Winnu                   | You do not have to spend influence to remove the custodians token from Mecatol Rex.                                                                                                                                                                             | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Invasion > Establish Control on Mecatol Rex  | Static exception to custodians payment.                                |
| The Winnu                   | After you resolve a tactical action during which you gained control of Mecatol Rex, you may place 1 PDS and 1 space dock from your reinforcements on Mecatol Rex.                                                                                                | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > after resolving the tactical action                            | Whole-action aftermath trigger.                                        |
| The Xxcha Kingdom           | After you resolve the primary or secondary ability of the Diplomacy strategy card, you may gain control of 1 planet other than Mecatol Rex that does not contain any units and is in a system that is adjacent to a planet you control.                          | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Strategic Action > after Diplomacy resolves                    | Immediate after-trigger tied to Diplomacy.                             |
| The Xxcha Kingdom           | When an agenda is revealed, you may spend 1 token from your strategy pool to discard that agenda and reveal 1 agenda from the top of the deck. Players vote on this agenda instead.                                                                              | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Agenda Phase > when an agenda is revealed                                     | Interrupt-style 'when' ability that replaces the revealed agenda.      |
| The Yin Brotherhood         | At the start of a ground combat, you may spend 2 influence to replace 1 of your opponent's participating infantry with 1 infantry from your reinforcements.                                                                                                      | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Invasion > Ground Combat > start of combat   | Start-of-ground-combat replacement effect.                             |
| The Yin Brotherhood         | After each space battle round, you may destroy 1 of your cruisers or destroyers in the active system to produce 1 hit and assign it to 1 of your opponent's ships in that system.                                                                                | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Space Combat > end of each round             | Reactive end-of-space-combat-round hit generation.                     |
| The Yssaril Tribes          | ACTION: Discard 1 action card from your hand.                                                                                                                                                                                                                    | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Component Action                                               | Simple component action on your turn.                                  |
| The Yssaril Tribes          | When you draw 1 or more action cards, draw 1 additional action card. Then, choose and discard 1 action card from your hand.                                                                                                                                      | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any action-card draw window                                                   | Modifies each action-card draw event.                                  |
| The Yssaril Tribes          | You can have any number of action cards in your hand. Game effects cannot prevent you from using this ability.                                                                                                                                                   | Secondary TI Wiki transcription (base faction sheets) citeturn4view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Persistent hand-limit modifier                                                | Continuous exception to normal hand limit.                             |

### Prophecy of Kings and Council Keleres

| Faction                   | Ability text (quoted)                                                                                                                                                                                                                                         | Source label                                                           | Changed by                                                                                                            | Phase/Step                                                                               | Timing note                                                      |
|:--------------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:-----------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------------------------|:-----------------------------------------------------------------------------------------|:-----------------------------------------------------------------|
| The Argent Flight         | You always vote first during the agenda phase. When you cast at least 1 vote, cast 1 additional vote for each player in the game including you.                                                                                                               | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Agenda Phase > vote order and vote-casting                                               | Static agenda-phase modifier to order and vote count.            |
| The Argent Flight         | When 1 or more of your units uses ANTI-FIGHTER BARRAGE, for each hit produced in excess of your opponent's fighters, choose 1 of your opponent's ships that has SUSTAIN DAMAGE to become damaged.                                                             | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Space Combat > Anti-Fighter Barrage                     | Resolves during anti-fighter barrage once excess hits are known. |
| The Empyrean              | Nebulae do not affect your ships' movement.                                                                                                                                                                                                                   | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Movement; any other movement effect                     | Persistent movement exception.                                   |
| The Empyrean              | After a player activates a system, you may allow that player to move their ships through systems that contain your ships.                                                                                                                                     | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Activation > immediately after activation               | Reactive permission affecting later movement.                    |
| The Empyrean              | During setup, take the additional Empyrean faction promissory note; you have 2 faction promissory notes.                                                                                                                                                      | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Setup                                                                                    | Setup-only component instruction.                                |
| The Mahact Gene-Sorcerers | When you win a combat, place 1 command token from your opponent's reinforcements in your fleet pool if it does not already contain 1 of that player's tokens; other player's tokens in your fleet pool increase your fleet limit but cannot be redistributed. | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any combat > after you win combat                                                        | After-combat trigger plus persistent fleet-pool text.            |
| The Mahact Gene-Sorcerers | While another player's command token is in your fleet pool, you can use the ability of that player's commander, if it is unlocked.                                                                                                                            | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Persistent conditional effect                                                            | Static permission while condition is true.                       |
